"기준_년분기_코드","자치구_코드","자치구_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20191","11380","은평구","CS300020","서적","3631147952","162205","2532639219","1098508733","486657200","473437337","510719692","660755948","401069042","638867607","459641126","0","95351393","698756445","1185271760","1423684170","228084184","1597763696","2022659831","236238543","490820358","506868771","1451752733","811994363","122748758","113930","48275","22517","22487","23962","23087","21877","25304","22971","0","4852","29559","46841","69066","11887","61926","100068","16605","36572","16849","56224","28581","7162"
"20191","11380","은평구","CS200034","여관","2702862057","59241","1475822997","1227039060","233939531","289660734","316032687","287991100","348198945","712393023","514646037","822345146","133465961","115349177","262652747","699139140","669909886","2055162803","625677026","39518247","937323295","749878456","479440866","353015135","121663831","33483","25758","5243","6829","7302","6791","7318","13610","12148","14830","2549","3616","7787","18030","12429","45073","13898","1023","22472","15464","9746","7283","2986"
"20191","11380","은평구","CS200016","당구장","547484048","35799","350579176","196904872","53316658","66248420","73766616","73911174","83336308","106257823","90647049","89442043","9424957","14032404","57918202","182702804","193963638","477089926","66802902","19102195","65286426","68498536","165069052","149529129","76455543","22696","13103","3813","4246","4489","4360","5788","7320","5783","5701","346","470","4066","12333","12883","32430","3115","2505","5672","3990","8794","8868","5727"
"20191","11380","은평구","CS300033","철물점","848755256","32410","706546808","142208448","157611755","124836508","151189610","159119051","113789884","112702683","29505765","0","170992331","226280772","278983671","145216020","27282462","439789551","305954418","314806","52192123","107896545","211395377","210404141","163540987","25636","6774","4544","4418","5857","5099","5718","5111","1663","0","6293","8716","9412","7596","393","18034","8720","49","3531","4662","5400","7003","6114"
"20191","11380","은평구","CS300027","섬유제품","706752731","4649","480116771","226635960","100949548","72090371","129636594","89887482","87552776","144296371","82339589","0","21525134","166133129","297128987","202180054","19785427","203701128","482250801","0","22389178","175619737","143698285","184445212","159799517","3273","1376","690","507","707","685","684","800","576","0","103","958","2001","1492","95","1504","3098","0","198","783","823","1222","1575"
"20191","11380","은평구","CS300032","가전제품","1764759991","14502","1293390537","471369454","271933300","64056080","383018519","232975451","341407187","211908562","259460892","0","17652593","846893575","606038659","294175164","0","664650324","819025852","202655","68350428","236184852","361361025","473210515","344366700","12675","1827","4571","754","4325","1136","1889","1045","782","0","324","8620","3528","2030","0","7502","6469","25","350","2011","4544","4850","2192"
"20191","11380","은평구","CS300004","핸드폰","5149147","1176","5149147","0","1067402","873011","1860522","0","1348212","0","0","0","0","1011159","2925708","1212280","0","2420129","2729018","0","1212280","1011159","2052697","873011","0","1176","0","213","382","412","0","169","0","0","0","0","169","764","243","0","595","581","0","242","169","383","382","0"
"20191","11410","서대문구","CS200030","피부관리실","410934400","3639","320405383","90529017","27731405","70637003","66723209","69757595","85556171","80014548","10514469","320428","11419568","56849156","181829062","131459952","29056234","102169988","308764412","871085","73282332","86527772","124695800","93136287","32421125","2799","840","456","581","572","549","641","685","155","6","128","736","1224","1383","162","756","2883","26","1133","824","564","684","407"
"20191","11410","서대문구","CS200007","치과의원","11029973605","85930","9671429071","1358544534","1873384977","2042658338","1754719790","2177224454","1823441512","1353852340","4692194","0","1511003299","3524409831","3361574179","2614850112","18136184","5086246262","5914730943","13997113","947343671","1552302385","2762128851","2858846247","2866358935","73676","12254","15447","14632","14232","15163","14202","12167","87","0","13599","27260","27897","17095","79","40098","45716","144","11103","13709","22175","19759","18921"
"20191","11410","서대문구","CS200005","스포츠 강습","1194208148","5949","1161090498","33117650","413986230","174422821","206160039","143457791","223063617","32042303","1075347","0","20546223","115111551","296766234","622853611","138930529","572861044","615438865","0","186997869","225420870","550501020","181767052","43613099","5762","187","1510","1039","1039","893","1281","169","18","0","101","690","1523","3091","544","2746","3190","0","704","1264","2927","913","130"
"20191","11410","서대문구","CS300019","의료기기","685043073","11107","377833484","307209589","49507079","66895297","57051229","97430315","106949564","176553673","130655916","0","92456191","252644055","296383017","43559810","0","381978109","247684906","0","5137878","92559852","132294033","250245824","149425427","5816","5291","1073","965","879","1788","1111","2624","2667","0","912","4206","4870","1119","0","6463","4439","0","317","1719","2245","3904","2717"
"20191","11440","마포구","CS300011","일반의류","56547684307","1131454","35813067974","20734616333","5521328359","6841094475","6830773684","7585843987","9034027469","12880688883","7853927450","288151094","595537800","7805931509","17231632309","24694062884","5932368711","18156380249","37846760795","3208081413","24923693311","6860516252","8431472944","8515382713","4063994406","702392","429062","115398","129023","137335","148788","171848","246501","182561","7072","8742","114654","319758","528857","152371","292769","837445","94610","613951","114671","137448","128503","41029"
"20191","11440","마포구","CS100001","한식음식점","131104365257","4289191","93563950782","37540414475","15429579169","17370665484","18181770219","20252152617","22329783293","21787820148","15752594327","8577882981","1766170413","26460727256","11482739373","53223340322","29593504912","63950100433","42648203730","1111385043","28773252867","26540185213","23020480315","17514364659","9640069150","3149077","1140114","551823","595178","619376","672793","709907","653469","486645","239259","103980","1419606","524953","1412244","589149","2193524","1713948","69760","1270290","931261","757625","573703","304789"
"20191","11440","마포구","CS300007","육류판매","12475050436","340990","8728701119","3746349317","1506262104","1143794250","2258729849","1787251069","2032663847","2270991196","1475358121","22794234","1681350072","2493102425","3888021833","4054942654","334839218","5325270644","6573913902","4941785","422776104","1571642977","2433477231","3040790404","4425556046","225827","115163","46196","37384","44517","44270","53460","63559","51604","251","25098","63519","103076","140478","8568","136619","199566","360","23514","50402","84614","91755","85537"
"20191","11440","마포구","CS300010","반찬가게","12353230147","552382","9923551926","2429678221","1633195357","1905211230","2264584303","1991592943","2128968093","1346112853","1083565368","298716646","2316525872","2549543893","4723389488","2141304761","323749487","5719154142","5092926813","20924128","2067304642","1772001236","3830448752","2132567295","988834897","404864","147518","82388","78689","76819","82399","84569","85196","62322","1401","57059","145227","178897","150795","19003","202230","321940","1982","161352","119315","103571","85996","51948"
"20191","11440","마포구","CS200034","여관","930942973","18223","533991408","396951565","81236115","94180283","102636185","106661121","149277704","212420969","184530596","339342840","99694669","44622289","102641753","169461069","175180353","658129162","254052395","23512051","428343133","177852348","143080600","119455425","19938002","10508","7715","1770","1926","2168","2179","2465","4022","3693","5580","1578","1031","2335","4636","3063","12973","5021","640","9232","3289","2587","1788","457"
"20191","11440","마포구","CS300025","자전거 및 기타운송장비","1106474654","7618","646542721","459931933","139707823","119458130","114002482","111195396","162178890","338904621","121027312","0","28328285","369631373","364854623","323028154","20632219","799214398","289254293","2357451","190897802","320681435","332889719","147194500","94447784","4779","2839","907","684","911","1121","1156","1674","1165","0","307","2108","3099","2072","32","5635","1849","98","935","2339","2092","1255","764"
"20191","11440","마포구","CS300003","컴퓨터및주변장치판매","2222765570","11943","2148291663","74473907","783634959","906079535","198477483","67749699","192349987","54061687","20412220","0","69083390","964607697","179937789","1006249901","2886793","407220522","1071184755","43751","248130144","861038731","118848467","244775592","5568588","10825","1118","2219","2857","1661","2889","1199","1044","74","0","301","2479","4317","4790","56","5293","5511","8","4938","2172","2486","984","219"
"20223","11545","금천구","CS200003","예술학원","936776531","6261","915555015","21221516","176601448","240180991","163024524","162733550","173014502","16125596","5095920","0","5312020","147587181","396656375","361760733","25460222","407491168","529285364","0","32820196","208861959","536425177","126365623","32303577","6085","176","1163","1521","1074","1005","1322","135","41","0","38","936","2947","2233","107","2858","3402","0","281","1660","3554","664","101"
"20191","11470","양천구","CS100009","호프-간이주점","5320007655","142850","3615490555","1704517100","561832143","696023037","720874556","702004912","934755907","958987694","745529406","1923461735","53318588","148018060","59696133","815319491","2320193648","3385327627","1513786259","118248817","1294795609","976498852","1187820323","974378126","347372154","98833","44017","17569","18329","19659","19657","23619","24545","19472","41145","1079","9926","3156","28379","59165","86905","49451","5511","42870","26391","28504","24317","8759"
"20191","11470","양천구","CS200029","네일숍","253562810","3441","174920005","78642805","32868621","39116325","21837506","40075583","41021970","59617829","19024976","943285","654533","56575771","81710141","99244490","14434590","33813004","214030762","768811","39916685","86453013","57567414","35310541","27827301","2396","1045","378","571","405","486","556","790","255","12","13","693","1173","1382","168","375","2978","46","695","1123","793","464","233"
"20191","11470","양천구","CS300009","청과상","4826098106","268397","3462301768","1363796338","730366653","752830126","592162027","656014797","730928165","768264805","595531533","0","294558368","970368142","1573490288","1786545934","201135374","1673301151","2653301142","1212664","157255559","632725110","1241729879","1395136631","898542456","189087","79310","40229","38499","34256","37185","38918","43173","36137","0","15655","49634","76672","111244","15192","97925","164436","239","11439","41138","69027","81215","59304"
"20191","11470","양천구","CS100004","양식음식점","768843561","27661","509204078","259639483","84419881","101714165","98780761","103749680","120539591","160643319","98996164","56097617","1677528","208017451","105668999","315520662","81861304","383567459","330598546","12186766","113265569","129902901","284417976","137390317","37002479","19258","8403","3495","3770","3715","4133","4145","4971","3432","608","279","8651","4757","11222","2144","13191","13463","774","4609","5434","8977","5376","1482"
"20191","11470","양천구","CS300025","자전거 및 기타운송장비","3280626591","17436","1696211188","1584415403","428222931","156129959","48089673","306710471","757058154","1325453649","258961754","0","70958887","329936652","1822831114","1056818454","81484","2759396885","501523429","6215500","983317725","1304362603","781856832","96054664","89112990","9434","8002","2086","1798","1330","2096","2124","6119","1883","0","604","4879","5595","6353","5","13394","3985","350","1887","4727","7827","1899","689"
"20191","11470","양천구","CS300036","조명용품","3420079526","100920","2602336800","817742726","659277039","523733194","620759140","481585686","316981741","777278726","40464000","0","477494729","676756260","1622187505","643420515","220517","1410151290","1137566159","0","48548616","369839841","842455871","733447303","553469721","81795","19125","15791","18469","15989","15621","15925","17152","1973","0","14942","21309","38889","25749","31","54750","30970","0","2810","13957","25200","24336","19416"
"20191","11470","양천구","CS100002","중식음식점","2181083267","89692","1413820170","767263097","230047902","245748054","290153954","300930073","346940187","401254143","366008954","19874586","8019319","785660458","323242274","897175532","147111098","1195961426","734820128","13618693","225123053","422451629","598976763","443674512","226936910","58873","30819","9503","10407","12286","12489","14188","15921","14898","647","431","35639","15788","33723","3464","52340","32195","1237","12286","18368","25636","17518","9486"
"20191","11470","양천구","CS300001","슈퍼마켓","29042129712","2003114","20170799087","8871330625","4019170617","3813981798","3809373325","4184769703","4343503644","4657230519","4214100106","310621141","2212716139","4966644210","7227740416","10964241967","3360165839","12489450552","15126169367","71646056","1870259111","4690804947","7503756305","8004160754","5474992754","1394817","608297","276924","273820","274395","277424","292254","310008","298289","32147","145579","303345","429414","785550","307079","960276","1016298","16447","229707","401182","515959","476910","336373"
"20191","11470","양천구","CS300033","철물점","982897496","41730","782876418","200021078","137490040","166632643","164278826","124313582","190161327","177838324","22182754","0","236059169","286098434","302671214","157595139","473540","507116200","175914306","70514","16964029","105811401","187713699","162762461","209708400","34045","7685","6955","5541","7362","6830","7357","5771","1914","0","7706","10277","16241","7416","90","20936","6719","8","2260","4765","8498","6589","5546"
"20191","11470","양천구","CS300004","핸드폰","1128259480","34950","684338677","443920803","222340500","116867857","162655754","139043839","43430727","402064583","41856220","0","13951062","239822056","371081287","492311102","11093973","600178271","350669361","8719421","163163617","48108210","366079265","263577298","101199820","24848","10102","8935","2601","5627","4012","3673","8422","1680","0","1365","9348","9493","13497","1247","15372","19039","1347","7769","4701","10963","6104","3528"
"20191","11500","강서구","CS200037","노래방","4760639847","62467","3166084591","1594555256","416015017","625392033","637757898","697847927","789071716","968533758","626021498","2737654836","49005612","2933519","24667155","333373863","1613004862","3872319029","532177892","10816609","297967864","790869870","1505926603","1269782502","529133479","40072","22395","6003","8064","8338","7832","9835","12899","9496","26929","466","338","1456","9375","23903","44549","15616","1788","12287","14666","13676","12380","5382"
"20191","11500","강서구","CS300002","편의점","47244335480","7624590","33179271961","14065063519","6005478384","6555797808","6608792452","6845534484","7163668833","7287107859","6777955660","6943132181","6585518998","5152248515","5535485722","12348720958","10679229106","30583512054","16418006875","568962296","13490841079","15512165575","10054171334","5143254811","2232123831","5409176","2215414","990735","1073395","1083694","1116880","1144472","1140360","1075054","992868","1265964","932016","943277","1916174","1574291","4809494","2799260","153024","2576262","2384285","1437414","745616","312150"
"20191","11500","강서구","CS300021","문구","13260693276","493428","11840585726","1420107550","2459027684","2299341180","2282247409","2960997205","1838972248","1177823953","242283597","0","2274576577","3596714249","4964881233","2396489620","28031597","2676179776","2864898449","61211003","353018181","1304205851","2182484247","912367271","727791680","426784","66644","88463","86063","85440","89943","76875","48602","18042","0","66591","134795","168649","119872","3521","159605","199582","11258","44195","81569","141929","52426","27822"
"20191","11500","강서구","CS100006","패스트푸드점","5536945288","512170","3636269755","1900675533","618560334","719934558","708116889","757962277","831695697","942451303","958224230","75230079","335697879","1156881220","1087314989","2234717117","647104004","2905179067","2484886412","118358630","1502227607","1390461087","1300315891","824467460","254234798","350434","161736","61773","68511","69951","72755","77444","81440","80296","8243","40305","110019","104604","192679","56320","267647","239186","13705","153852","133888","114341","68276","22774"
"20191","11500","강서구","CS200033","부동산중개업","26368399","96","26154408","213991","26154408","0","0","0","0","213991","0","0","0","213991","0","26154408","0","26368399","0","0","0","0","0","0","26368399","48","48","48","0","0","0","0","48","0","0","0","48","0","48","0","96","0","0","0","0","0","0","96"
"20191","11500","강서구","CS300032","가전제품","3923401978","13058","2521401024","1402000954","165022097","966925329","373027088","363696805","652729705","862504375","539496579","0","254982064","1287087117","1926571819","454760978","0","2092520931","1685230815","1207090","10896074","82985655","1510204954","1369329863","803128110","8676","4382","1055","1893","2416","1318","1994","2693","1689","0","738","4465","5289","2566","0","6396","6042","27","304","914","3547","3980","3667"
"20191","11530","구로구","CS300010","반찬가게","7060402440","186991","5332422879","1727979561","1151935467","983578499","1565139624","983493842","648275447","655952895","1072026666","0","582474504","2840508558","2532378891","1037008212","68032275","2762388956","3823311265","6813076","203918211","978117300","2157263024","1715727578","1523861037","129307","57684","31142","23535","25261","25656","23713","29545","28139","0","15174","45788","62010","57889","6130","71932","106836","539","24260","39608","41682","48000","24677"
"20191","11530","구로구","CS300018","의약품","32332157981","2185099","27688181264","4643976717","6000225618","5074853493","5307127879","5891332268","5414642006","4065491606","578485111","592966","6078552855","9526584888","9828158356","6589035358","309233558","16416145531","15881106605","65487592","2272316067","5004805845","6968901801","7732135655","10253605177","1825799","359300","408992","324693","348399","376085","367630","309457","49843","82","396302","589875","634876","536878","27086","1036686","1147152","11225","256715","461682","503640","455150","495423"
"20191","11530","구로구","CS300021","문구","5280263247","296841","4922536986","357726261","958669804","796207139","1147822197","969576326","1050261520","218444402","139281859","0","850185366","1708032213","1906952061","802396548","12697059","1673363576","1032484936","27053439","367614251","511276990","827153396","584395912","388354519","278510","18331","54348","50343","61081","59225","53513","12101","6230","0","50094","104456","89346","52128","817","115292","94062","4077","50967","47293","56890","32625","17506"
"20191","11530","구로구","CS300009","청과상","5538604899","306733","3737351919","1801252980","832732926","669840601","711888353","704264083","818625956","1071310695","729942285","7984337","537377161","1252608932","1676505742","1784223485","279905242","2108891698","3257970405","3946759","194526303","982779332","1555292718","1482829761","1147487236","206364","100369","44828","38523","38175","39758","45080","53662","46707","472","26727","63808","88919","109678","17129","118583","183671","201","15412","62701","80661","78727","64551"
"20191","11530","구로구","CS200003","예술학원","1993660144","19769","1819809933","173850211","397865545","344244206","385465756","334257969","357976457","145439564","28410647","0","52011919","375008914","744523008","781140599","40975704","844970853","1120110112","123216","105173618","567108142","1036441829","133537356","122696804","15803","3966","3438","2895","3266","3088","3116","2365","1601","0","330","5459","6684","7017","279","8477","10929","23","2192","5688","8629","1970","905"
"20191","11530","구로구","CS200029","네일숍","290898874","4331","214058962","76839912","36337160","27511453","43831998","66455332","39923019","45101751","31738161","0","0","44053262","90655171","129053630","27136811","27585256","263313618","513180","40996871","106413911","50422411","62283931","30268570","2977","1354","526","316","614","804","717","780","574","0","0","817","1361","1945","208","506","3825","14","882","1697","853","647","238"
"20191","11530","구로구","CS300019","의료기기","1436495622","9545","1404710675","31784947","114087123","182914043","274230946","325911215","507567348","31784947","0","0","286587240","321804526","741793739","86310117","0","681722198","298618186","0","9727453","84654350","255959384","415382037","214617160","9197","348","565","1428","1429","3295","2480","348","0","0","1954","3137","3581","873","0","6752","2331","0","109","834","1812","3877","2450"
"20191","11545","금천구","CS100002","중식음식점","5317391716","196850","4105044416","1212347300","638488882","795518915","845109857","910019242","915907520","650313510","562033790","85628858","55547433","2040277608","533100759","1967988594","634848464","2494783255","1311806408","13932669","650173126","1148052980","1025278689","704835425","264316771","152250","44600","24910","28238","31142","33760","34200","23249","21351","2866","5141","92709","28890","55064","12180","111242","61922","978","39188","52119","44180","25921","10777"
"20191","11545","금천구","CS300004","핸드폰","82639128","4059","66221689","16417439","9371864","5845267","13729124","26308901","10966533","14062227","2355212","0","4729557","3257833","20856154","53795584","0","50961286","27762278","0","4027437","1741299","25662319","31659687","15632822","3412","647","458","412","413","1386","743","385","262","0","366","356","869","2468","0","1708","2239","0","448","234","1167","995","1104"
"20191","11545","금천구","CS300017","시계및귀금속","813768276","2971","643306388","170461888","157422674","38838451","126918402","194144749","125982112","150434643","20027245","0","43972500","217695476","208106018","342109880","1884402","255549897","557336545","1080307","36154195","191868583","208484399","255932517","119366442","2284","687","356","306","535","573","514","537","150","0","145","834","771","1197","24","1178","1765","22","256","518","663","994","490"
"20191","11545","금천구","CS200025","자동차수리","6076306817","32398","5103059671","973247146","745177215","1087701961","1193584446","1054898959","1021697090","928552175","44694971","0","584882285","1477769137","2265568374","1641442056","106644965","3942384333","1384086683","732770","462496237","835951272","1238064383","1723618183","1065608175","26069","6329","4981","4775","5437","5512","5364","5917","412","0","4249","9119","11261","7585","184","22019","6115","35","1726","5001","6823","8186","6355"
"20191","11545","금천구","CS200031","세탁소","470722379","26807","357772544","112949835","66586396","63219944","72443622","75242070","80280512","100977293","11972542","0","87086983","93438493","114315066","163076526","12805311","178367098","243872070","2712776","61788558","120139441","142007763","65296225","30294406","20136","6671","4170","3281","4615","4081","3989","6113","558","0","3363","5569","7106","10009","760","12922","13593","186","4652","7021","8225","4269","2162"
"20191","11545","금천구","CS200007","치과의원","12036196316","96006","10513851106","1522345210","2217464694","2063835077","2000178083","2037839438","2194533814","1522345210","0","0","1429962409","4065917690","3597238848","2939222147","3855222","6091616088","5821980960","18492014","920527097","1910228186","3001745041","3337602285","2725002425","83286","12720","18168","16996","16253","15427","16442","12720","0","0","13809","31987","32289","17890","31","48775","46908","262","10645","18193","22240","23588","20756"
"20191","11545","금천구","CS300036","조명용품","3898116414","8775","3846769614","51346800","457049100","199780763","2267999956","886443799","35495996","39310445","12036355","0","1742608383","796577653","555147823","803782555","0","3162753663","488653317","0","399200457","22040881","2984822450","219242459","26100734","7454","1321","1379","1363","2379","1255","1078","938","383","0","2082","1867","3036","1790","0","5531","1909","0","788","852","2817","1905","1075"
"20191","11545","금천구","CS100006","패스트푸드점","2409724841","223522","1672277368","737447473","255989965","314153708","337798455","350785062","413550178","353238883","384208590","9572129","137731767","533280110","453038175","964514655","311588005","1212337966","1011552608","29464957","585165375","656168745","540249892","325617022","87224576","159053","64469","26624","30787","30571","33527","37544","32681","31788","438","18095","59798","47721","79045","18425","111401","105355","3200","63765","67396","49889","25200","7295"
"20191","11545","금천구","CS300009","청과상","3076068151","64324","2289829610","786238541","433402306","184959398","174613344","900227573","596626989","629500295","156738246","616523","1672211279","527442979","384244501","404904976","86647893","657860798","730545591","2708050","81792461","284650007","219113403","294991836","505150634","43520","20804","8718","8737","7618","9160","9287","11709","9095","97","7877","11999","14594","24505","5252","27438","31725","169","3982","15027","12097","15159","12729"
"20191","11545","금천구","CS200026","자동차미용","657004142","10941","359479841","297524301","64979183","59581089","77480067","63015071","94424431","151160944","146363357","0","35096068","161797959","253528707","206038218","543190","359273618","242874373","0","39423000","247284325","172951578","114469310","28019781","6064","4877","1129","1058","1263","1052","1562","2756","2121","0","598","2633","4498","3196","16","6016","4042","0","732","4008","3193","1561","568"
"20191","11545","금천구","CS300026","완구","315391923","6056","218389472","97002451","55128028","27200557","49283015","34734390","52043482","57492114","39510337","0","31106271","77792793","124520629","81972230","0","275346229","40045694","0","8158465","72282791","72807861","89009397","73133409","4326","1730","735","645","892","1072","982","1098","632","0","672","1730","2130","1524","0","5497","559","0","260","1025","1378","1755","1638"
"20191","11560","영등포구","CS200017","골프연습장","5843880675","154849","4076493791","1767386884","817775080","814130037","832162598","694764612","917661464","1009033474","758353410","243954588","881070716","889080039","1151348391","1704095038","974331903","3948823632","915099052","684564","94910895","779465276","1517291598","1471406644","1000163706","109456","45393","20378","19803","22752","23354","23169","23446","21947","4617","28616","25581","32479","45061","18495","82367","15010","28","1881","17028","33588","29794","15065"
"20191","11560","영등포구","CS200007","치과의원","20114407000","153376","18043243349","2071163651","3661680900","3662426036","3466110742","3662341567","3590684104","2001316430","69847221","0","2178533481","6845549988","5988106146","5069525113","32692272","10118551479","9547958726","4684658","1429790759","2825080945","4368655548","5826773039","5211525256","133964","19412","28321","26681","25986","26619","26357","19207","205","0","24160","48720","51483","28848","165","82603","70343","297","13037","28142","40050","38026","33395"
"20191","11560","영등포구","CS300033","철물점","1811506642","34220","1225830225","585676417","215752963","240891867","152604560","286151232","330429603","548064336","37612081","0","796366692","308545773","469940404","235518397","1135376","855326486","599040538","0","35484328","91657245","286950255","819215322","221059877","28143","6077","5260","5576","5291","5933","6083","4553","1524","0","11475","8157","9569","5006","13","19240","7434","0","1290","3616","6411","10257","5097"
"20191","11560","영등포구","CS100004","양식음식점","14071082256","350804","10405463515","3665618741","1601843387","1984321398","2027210274","2361632305","2430456151","1972724784","1692893957","346589721","100131057","4855702781","2071839615","5097544432","1599274650","5213588224","5149866576","46998921","2741469618","3742738511","2233341363","1173024257","425882145","258604","92200","42731","48266","52202","56858","58547","46459","45741","4812","9648","139412","52003","119000","25929","144225","156241","1828","95172","105977","57550","28935","11001"
"20224","11530","구로구","CS200030","피부관리실","1108190036","4199","933916013","174274023","119851671","141792344","171536539","231592147","269143312","149214308","25059715","3221273","22766787","170246594","424005791","435534919","52414672","300545370","801182469","525806","107641655","333099568","176381305","372286400","111793105","3259","940","475","719","687","843","535","775","165","51","116","1085","1369","1371","207","835","3349","26","996","1095","745","922","399"
"20191","11560","영등포구","CS200019","PC방","1958456522","394054","1265116257","693340265","229088141","266365120","235157647","248845126","285660223","349451758","343888507","370175465","101642116","167099343","327464635","558983099","433091864","1626257145","332199377","122096471","1206051901","397568223","135468879","90909716","6361332","255017","139037","45654","52785","48330","50038","58210","69212","69825","70129","18690","35028","69808","116833","83566","315485","78569","38546","243112","66251","26727","17970","1448"
"20191","11560","영등포구","CS300026","완구","86008944","1811","52931027","33077917","8884510","21743884","7080201","7302069","7920363","13069007","20008910","0","1174595","17879954","32199418","34200307","554670","54676482","31332462","0","6085262","25075903","23214620","7240116","24393043","1126","685","147","391","229","163","196","343","342","0","32","326","735","702","16","1089","722","0","132","643","542","132","362"
"20191","11590","동작구","CS200029","네일숍","282512523","4113","231434411","51078112","51935100","56282325","35868936","44930187","42417863","38389803","12688309","0","392552","50001494","71631192","136291036","24196249","26008082","253240980","2117286","41817577","90244015","84121538","41329652","19618994","3164","949","621","612","516","614","801","726","223","0","7","802","1099","1959","246","464","3622","36","784","1177","1104","667","319"
"20191","11590","동작구","CS300018","의약품","36131493061","2478575","31015613222","5115879839","6384595541","5662019743","6146126855","6720666108","6102204975","4573721640","542158199","876679","7263993179","9877933171","11585872673","6915585154","487232205","17632562915","18356346435","81465167","3216714463","5258891694","7252329968","8485714639","11693793419","2059375","419200","453809","373334","384945","424094","423193","360420","58780","84","452617","643635","735056","594953","52230","1131239","1345996","14249","390614","500502","509872","508954","553044"
"20191","11590","동작구","CS200036","고시원","434884375","1246","303860858","131023517","74368563","76443226","44578296","83198675","25272098","106135025","24888492","0","20196183","226817027","5534918","157447755","24888492","70984152","363900223","0","178171669","7219459","29514633","219978614","0","824","422","238","284","119","71","112","351","71","0","119","516","72","468","71","325","921","0","517","24","182","523","0"
"20191","11590","동작구","CS300029","애완동물","352795335","16302","223644743","129150592","43990413","50311282","39678334","44331887","45332827","70166699","58983893","2038321","8855705","66287977","97890969","153171818","24550545","137176094","215619241","1326638","58339269","67895217","73682373","102111350","49440488","10978","5324","2136","2325","1962","2400","2155","2876","2448","134","349","2771","4306","7411","1331","6461","9841","88","3137","2809","3311","4619","2338"
"20191","11590","동작구","CS300008","수산물판매","537010739678","7526222","304826702010","232184037668","54361758033","66318487304","54215183070","56706377359","73224896244","133977081963","98206955705","12118944246","61923223651","99839819863","130964743433","210001149323","22162859162","305338094886","169932996101","296590924","48171475250","104868909784","105407629383","107254271519","109272214125","4097275","3428947","760931","840046","715427","729063","1051808","1954351","1474596","153689","771109","1409731","2034269","2874155","283269","4229412","2766589","6018","847812","1491471","1454248","1560194","1636271"
"20191","11590","동작구","CS300035","인테리어","810561977","40602","559842541","250719436","84337891","89213782","132466674","159418498","94405696","169664309","81055127","0","68638331","226983761","277308005","214931115","22700765","411580009","282059204","209064","42763342","67264032","165190827","211815038","206396910","28731","11871","5595","4898","6604","5883","5751","7112","4759","0","2931","9667","12660","13503","1841","20923","17192","35","2764","5276","9285","10747","10006"
"20191","11620","관악구","CS200028","미용실","9612349603","257554","5768300525","3844049078","940913657","887014543","1172697076","1252826984","1514848265","2266877241","1577171837","36440201","114658891","1611911192","3016944306","4195655184","636739829","4050407611","5531289697","56279473","2550804640","2819575324","1986755651","1442374764","725845537","161449","96105","28497","25251","31661","34958","41082","54042","42063","523","6274","50002","75280","113729","11746","149153","107840","2551","75989","68105","50255","39406","20687"
"20191","11620","관악구","CS300001","슈퍼마켓","40101638253","3576724","27505512688","12596125565","5486227836","5373333314","5280799835","5498530128","5866621575","6498710755","6097414810","1313629867","2988363542","6073056780","8522517084","14610172099","6593898881","19449587448","19786664188","145507880","6895190858","8374372799","8354289174","8743406821","6723484106","2466949","1109775","478843","495446","489070","487686","515904","560625","549150","174426","257308","452464","612981","1336932","742613","1914618","1645638","27538","919738","857987","678543","619052","457395"
"20191","11620","관악구","CS200037","노래방","4424402375","134277","2712524586","1711877789","332470459","616633686","534489841","552899823","676030777","921780426","790097363","2391443090","215838330","12661361","59581818","457109047","1287768729","3458340453","679599862","36900011","699222278","891185873","1044303438","1102645587","363683124","83567","50710","13141","16608","16642","17363","19813","26428","24282","43199","3413","5546","9342","30444","42333","95038","37986","4859","63898","29446","13463","15284","6068"
"20191","11620","관악구","CS200029","네일숍","405749399","4588","260332784","145416615","29765954","36245876","63564525","62722338","68034091","116260728","29155887","0","1645821","57591064","98943521","173678034","73890959","48566747","356488686","11303816","126501861","111642861","85600081","46421085","23585729","3036","1552","481","493","552","828","682","1181","371","0","17","803","1127","1980","661","432","4145","102","1691","1268","613","593","307"
